STATUS | wrapper  | 2018/03/30 14:29:44 | --> Wrapper Started as Console
INFO   | jvm 1    | 2018/03/30 14:34:46 | 2018-03-30 14:34:46,085 [INFO ][$_NIOREACTOR-0-RW] connectionAcquired MySQLConnection [id=14, lastTime=1522420486081, user=root, schema=ias, old shema=ias, borrowed=false, fromSlaveDB=true, threadId=22, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=172.31.40.116, port=33307, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2018/03/30 14:34:46 | 2018-03-30 14:34:46,086 [INFO ][$_NIOREACTOR-1-RW] connectionAcquired MySQLConnection [id=15, lastTime=1522420486081, user=root, schema=ias, old shema=ias, borrowed=false, fromSlaveDB=true, threadId=23, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=172.31.40.116, port=33307, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2018/03/30 14:35:12 | 2018-03-30 14:35:12,812 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room_device` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/30 14:35:12 | 2018-03-30 14:35:12,812 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room_device` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room_device` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room_device` LIMIT 0
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/30 14:35:12 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/30 14:35:12 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/30 14:35:17 | 2018-03-30 14:35:17,281 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/30 14:35:17 | 2018-03-30 14:35:17,282 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/30 14:35:17 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/30 14:35:17 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/30 14:35:25 | 2018-03-30 14:35:25,586 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/30 14:35:25 | 2018-03-30 14:35:25,587 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/30 14:35:25 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/30 14:35:25 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/30 14:39:46 | 2018-03-30 14:39:46,082 [INFO ][Timer1] create connections ,because idle connection not enough ,cur is 5, minCon is 10 for hostS1  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:299) 
INFO   | jvm 1    | 2018/03/30 14:39:46 | 2018-03-30 14:39:46,084 [INFO ][$_NIOREACTOR-0-RW] connectionAcquired MySQLConnection [id=16, lastTime=1522420786081, user=root, schema=ias, old shema=ias, borrowed=false, fromSlaveDB=true, threadId=24, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=172.31.40.116, port=33307, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2018/03/30 14:44:46 | 2018-03-30 14:44:46,082 [INFO ][Timer0] create connections ,because idle connection not enough ,cur is 6, minCon is 10 for hostS1  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:299) 
INFO   | jvm 1    | 2018/03/30 14:44:46 | 2018-03-30 14:44:46,085 [INFO ][$_NIOREACTOR-1-RW] connectionAcquired MySQLConnection [id=17, lastTime=1522421086081, user=root, schema=ias, old shema=ias, borrowed=false, fromSlaveDB=true, threadId=25, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=172.31.40.116, port=33307, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2018/03/30 14:48:26 | 2018-03-30 14:48:26,199 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/30 14:48:26 | 2018-03-30 14:48:26,200 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/30 14:48:26 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/30 14:48:26 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/30 14:48:27 | 2018-03-30 14:48:27,468 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/30 14:48:27 | 2018-03-30 14:48:27,469 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/30 14:48:27 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/30 14:48:27 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/30 14:48:28 | 2018-03-30 14:48:28,494 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/30 14:48:28 | 2018-03-30 14:48:28,494 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/30 14:48:28 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/30 14:48:28 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/30 14:49:44 | 2018-03-30 14:49:43,989 [WARN ][$_NIOREACTOR-1-RW]  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0  (io.mycat.route.parser.druid.impl.DruidSelectParser:DruidSelectParser.java:436) 
INFO   | jvm 1    | 2018/03/30 14:49:44 | 2018-03-30 14:49:43,989 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=6, schema=ias, host=60.63.136.248, user=mysql,txIsolation=3, autocommit=true, schema=ias]SELECT * FROM `ias`.`t_room` LIMIT 0 err:java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0 java.sql.SQLNonTransientException:  find no Route:SELECT * FROM `ias`.`t_room` LIMIT 0
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.tryRoute(DruidSelectParser.java:437)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.route.parser.druid.impl.DruidSelectParser.changeSql(DruidSelectParser.java:287)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.route.parser.druid.impl.DefaultDruidParser.parser(DefaultDruidParser.java:67)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.route.impl.DruidMycatRouteStrategy.routeNormalSqlWithAST(DruidMycatRouteStrategy.java:84)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.route.impl.AbstractRouteStrategy.route(AbstractRouteStrategy.java:81)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.route.RouteService.route(RouteService.java:133)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.server.ServerConnection.routeEndExecuteSQL(ServerConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.server.ServerConnection.execute(ServerConnection.java:222)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.server.handler.SelectHandler.handle(SelectHandler.java:105)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.server.ServerQueryHandler.query(ServerQueryHandler.java:79)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:317)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.FrontendConnection.query(FrontendConnection.java:337)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.handler.FrontendCommandHandler.handle(FrontendCommandHandler.java:71)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.FrontendConnection.rawHandle(FrontendConnection.java:478)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.FrontendConnection.handle(FrontendConnection.java:460)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.AbstractConnection.onReadData(AbstractConnection.java:321)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.NIOSocketWR.asynRead(NIOSocketWR.java:190)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.AbstractConnection.asynRead(AbstractConnection.java:273)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at io.mycat.net.NIOReactor$RW.run(NIOReactor.java:102)
INFO   | jvm 1    | 2018/03/30 14:49:44 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2018/03/30 14:49:44 |  (io.mycat.server.ServerConnection:ServerConnection.java:281) 
INFO   | jvm 1    | 2018/03/30 14:49:46 | 2018-03-30 14:49:46,082 [INFO ][Timer0] create connections ,because idle connection not enough ,cur is 7, minCon is 10 for hostS1  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:299) 
